temperatura,vacuo,energia
24.31,65.34,449.88
22.2,57.17,447.75
27.54,51.43,439.8
13.61,38.47,466.51
12.86,44.77,468.43
19.18,50.12,444.56
13.69,40.83,471.26
27.08,66.05,441.16
7.64,41.17,488.53
22.17,65.61,449.91
21.73,61.45,442.78
6.4,39.9,486.03
14.68,41.23,469.25
27.49,71.94,435.29
28.64,66.54,437.97
7.46,39.81,484.13
32.87,70.8,433.1
8.68,43.14,480.73
29.27,69.89,425.55
28.61,52.84,437.39
23.64,69.94,439.66
6.86,42.49,486.14
22.74,58.41,447.85
15.27,38.73,465.99
13.45,45.87,464.59
20.39,64.15,457.37
5.68,40.35,486.79
5.02,45.87,481.03
32.55,69.89,428.84
16.75,36.99,464.18
21.55,44.05,443.48
21.89,63.94,447.74
10.68,38.38,476.22
24.12,51.43,441.49
17.74,49.78,450.44
15.55,43.02,466.2
23.87,60.27,439.86
9.87,40.81,473.2
6.11,38.68,482.97
25.14,63.47,443.93
22.49,45.61,455.12
20.65,41.67,455.5
11.01,42.02,473.96
33.74,69.98,425.35
16.94,49.64,459.25
25.69,59.07,440.6
22.86,66.48,435.56
35.77,73.56,430.14
17.48,46.21,455.35
9.26,40.11,460.72
17.49,40.55,462.37
22.78,58.96,452.03
20.19,62.26,443.58
22.32,70.47,441.87
26.8,58.84,445.76
23.14,58.95,442.27
13.0,39.28,473.6
14.5,40.66,463.53
16.58,46.18,463.51
18.83,63.91,448.15
20.38,62.52,456.56
11.88,41.58,465.47
24.06,71.25,438.85
20.28,68.63,454.36
31.4,70.32,433.42
25.87,59.43,440.26
22.99,60.95,449.7
25.6,63.76,435.75
24.66,48.78,449.11
12.02,41.92,465.82
28.22,76.2,437.62
30.89,74.87,432.68
26.94,68.24,430.34
24.19,47.45,446.3
29.59,71.77,426.62
7.3,43.65,482.96
27.46,68.08,433.72
15.59,45.09,457.54
13.86,40.83,470.37
30.58,68.84,439.71
12.64,40.69,474.08
25.67,69.88,441.35
14.51,41.79,459.14
27.57,60.07,440.12
14.66,43.13,467.87
14.89,39.82,470.19
10.31,37.5,474.16
17.41,40.55,461.47
14.97,42.28,466.62
23.45,51.95,449.07
22.92,61.9,446.08
26.04,72.43,432.94
22.36,59.44,446.75
17.82,49.15,457.35
24.2,64.33,442.78
6.1,43.65,485.24
19.65,51.3,452.5
26.85,71.73,429.97
27.52,67.9,439.01
29.84,74.87,435.05
26.06,67.83,432.28
11.06,36.71,473.85
27.92,69.23,435.62
3.38,39.64,488.92
31.24,72.39,430.7
18.18,61.87,453.1
10.61,40.77,471.26
22.05,48.14,447.37
14.49,42.86,468.4
25.15,62.91,444.19
13.82,40.2,466.99
12.08,40.24,474.07
19.79,64.45,451.37
25.21,75.6,445.84
24.31,66.49,440.79
28.35,70.32,427.21
25.45,69.59,445.61
25.39,58.79,441.51
18.32,66.51,459.89
16.25,58.16,458.31
15.22,41.67,469.93
12.71,43.02,475.38
11.38,39.22,473.71
23.81,57.5,448.72
18.19,43.96,464.58
29.42,69.14,437.75
19.93,62.1,450.57
25.22,69.88,443.24
23.63,60.37,440.74
27.88,68.94,435.04
31.28,69.51,429.29
26.5,66.05,440.15
13.98,39.18,467.97
20.96,69.48,444.31
27.92,68.12,437.51
15.63,43.02,466.69
5.63,39.22,486.83
21.97,58.12,449.6
24.26,68.14,438.79
27.83,69.04,443.24
18.21,49.69,454.25
17.74,44.2,454.37
14.71,44.0,462.87
8.05,40.8,483.43
30.24,68.3,431.82
8.51,39.66,483.54
8.51,39.96,475.96
17.82,49.15,457.35
23.79,58.59,443.19
16.7,50.66,457.74
14.38,40.1,467.28
27.88,68.94,435.04
13.48,41.44,471.39
8.05,40.62,477.2
10.12,40.0,476.03
17.1,48.98,454.43
11.83,45.09,470.32
20.48,51.43,448.03
6.28,41.06,489.79
22.43,63.76,442.85
20.45,69.45,441.83
19.36,68.61,454.5
14.31,42.86,465.36
21.89,74.78,444.6
27.96,49.16,442.49
14.81,43.69,470.71
17.49,40.55,462.37
20.03,47.45,450.6
29.71,71.85,428.49
14.43,35.85,464.6
21.67,61.45,443.82
6.39,35.57,487.69
15.63,37.87,465.28
28.44,69.84,426.69
20.46,66.05,454.06
25.28,49.5,454.01
18.4,44.92,458.36
33.37,73.88,436.76
24.82,72.99,435.68
29.14,75.23,434.82
11.95,40.69,475.4
32.9,68.51,430.23
14.08,41.93,475.15
24.14,63.21,440.74
28.94,71.64,438.96
29.01,66.56,428.32
14.55,41.7,454.14
23.2,48.41,444.69
6.18,41.55,484.87
23.83,49.21,446.23
25.31,74.33,436.21
20.26,50.32,448.4
29.52,75.33,433.39
26.61,72.43,427.61
21.44,63.09,444.19
6.53,42.85,480.98
29.12,58.84,446.51
24.66,58.86,444.42
10.67,40.23,483.9
6.67,39.37,488.13
24.45,65.12,445.01
25.38,72.24,432.3
26.99,72.99,430.81
14.68,41.23,469.25
21.67,60.84,442.33
20.57,60.1,451.88
17.83,44.92,458.42
12.65,44.34,468.8
8.49,39.61,483.94
13.46,44.71,474.6
19.14,56.65,458.06
28.86,49.3,435.75
27.7,72.24,434.56
31.01,73.5,432.41
28.61,69.75,440.53
10.05,40.71,471.68
13.48,39.35,470.66
16.28,42.99,464.13
21.32,48.14,449.09
21.55,44.05,443.48
8.51,38.5,482.39
29.53,77.54,432.89
29.65,71.25,430.88
14.32,45.08,467.21
9.6,41.03,481.73
24.97,68.61,453.26
16.52,44.88,459.73
22.86,58.96,451.82
8.34,40.96,483.92
13.78,40.73,462.59
26.52,63.94,440.47
20.01,52.9,455.57
7.94,35.77,480.38
6.77,38.18,484.31
26.62,72.43,430.22
20.68,42.04,464.14
18.74,59.21,449.77
27.35,61.47,443.67
13.45,40.73,461.03
21.77,42.23,462.51
13.61,38.47,466.51
23.39,69.13,434.5
26.19,49.3,440.13
26.35,59.44,443.73
22.09,65.59,447.28
22.92,63.94,444.22
27.47,66.86,437.45
19.95,57.25,453.03
8.58,40.72,480.96
15.47,48.98,457.55
15.07,43.48,459.96
24.17,48.78,440.96
22.56,47.43,448.65
5.98,39.61,482.17
27.51,63.73,440.81
17.47,43.77,456.41
10.67,45.0,481.83
4.11,38.44,488.05
29.51,75.6,431.18
15.4,40.69,471.66
29.24,64.33,440.12
26.0,69.89,433.5
21.31,58.05,446.76
27.81,66.51,439.48
8.39,52.72,473.45
21.61,41.54,458.47
30.27,64.69,435.67
23.43,51.43,444.09
9.33,39.96,473.78
17.3,46.21,456.77
13.93,40.2,466.47
24.79,67.83,438.36
24.78,50.16,448.51
29.08,52.84,438.24
15.8,41.2,468.55
27.6,69.34,440.6
5.12,40.78,481.28
20.06,52.84,447.47
28.84,73.03,435.75
24.77,57.17,441.12
22.45,41.54,460.07
7.94,42.02,480.53
18.28,60.1,452.93
29.27,64.69,438.23
26.99,62.26,436.89
27.11,66.49,435.79
28.57,65.27,440.51
30.06,67.25,435.02
26.45,74.33,433.16
20.3,44.9,457.6
27.5,65.59,441.27
25.1,61.47,447.27
29.74,70.32,432.69
12.17,49.83,469.52
19.46,60.07,451.89
31.38,72.29,430.58
9.24,41.4,477.65
22.79,50.78,447.12
32.13,69.98,431.84
15.83,41.67,464.93
20.68,68.61,446.33
28.53,68.08,438.91
21.88,69.71,444.39
17.9,67.71,449.73
30.65,65.18,436.79
9.44,39.82,483.18
24.04,59.43,437.51
24.69,59.92,436.33
10.05,40.23,475.48
24.23,58.79,444.01
25.86,59.92,436.06
24.17,71.58,436.27
14.1,43.34,465.22
29.3,70.04,426.25
13.18,40.24,469.35
12.51,41.14,463.79
10.32,42.02,472.16
28.4,69.34,436.5
29.49,70.98,434.43
22.07,58.95,442.4
5.51,41.03,491.84
20.11,42.04,464.13
22.04,59.14,442.45
29.25,78.87,430.49
26.3,67.07,433.72
22.49,69.84,437.57
18.0,43.7,464.26
15.93,52.75,457.92
23.79,58.59,443.19
14.84,71.14,454.16
15.02,37.64,463.93
13.78,43.22,463.71
11.02,41.44,476.68
23.1,72.99,440.46
6.28,43.02,487.17
17.74,44.2,454.37
25.76,65.48,441.14
20.33,57.76,450.25
19.81,43.56,460.59
12.27,49.83,467.1
23.72,58.62,447.13
25.17,72.39,432.45
11.76,39.28,478.07
24.56,60.27,440.31
25.58,61.08,446.32
13.31,41.26,462.87
10.01,41.17,479.4
20.75,60.77,448.58
26.23,59.07,440.18
22.12,57.19,442.51
15.86,43.67,465.46
9.52,40.96,483.59
8.96,40.02,475.47
8.27,40.69,484.97
23.6,62.44,440.66
5.48,40.07,495.76
13.03,39.35,474.02
23.67,63.86,441.73
7.77,35.77,479.68
17.39,42.44,461.55
11.26,39.35,471.83
27.71,69.13,432.54
14.22,44.99,460.53
28.76,51.43,449.98
21.57,69.23,437.55
15.62,40.89,466.15
29.56,71.14,432.09
9.19,40.62,475.42
27.91,63.76,435.21
13.6,39.82,470.69
22.61,42.8,460.26
29.46,71.94,428.54
25.31,60.75,437.33
17.28,39.99,463.28
15.33,42.28,465.2
24.49,65.46,445.27
20.53,65.06,446.64
10.42,41.46,479.24
29.17,73.17,432.07
24.91,64.45,450.84
23.79,59.44,448.67
13.35,41.44,473.17
26.02,74.78,439.82
12.88,44.0,470.31
10.94,39.04,479.2
32.06,69.88,432.47
22.63,45.61,457.88
26.37,69.84,428.6
10.8,40.22,478.21
25.11,58.79,442.34
13.42,42.86,473.27
30.15,70.32,426.8
31.77,76.09,431.69
32.48,69.89,434.13
28.44,67.07,433.15
13.78,44.47,467.22
12.39,44.58,475.37
32.28,75.33,433.42
16.85,39.64,464.2
9.96,41.55,475.91
15.45,46.63,464.37
25.94,77.24,432.88
13.25,44.92,469.18
13.46,39.85,472.5
26.47,47.43,439.4
27.97,69.48,432.18
26.8,72.58,428.62
23.07,69.23,437.08
5.72,39.33,490.76
21.99,57.5,446.96
21.65,58.18,441.05
13.8,44.34,468.8
15.84,49.69,462.6
11.7,43.41,467.51
10.32,39.28,478.88
16.34,47.45,448.59
17.33,42.28,462.26
20.48,39.72,455.58
19.9,56.53,456.48
5.97,40.35,489.03
15.11,45.01,462.21
28.07,64.09,436.61
21.09,46.63,453.34
17.9,43.72,452.55
11.06,40.64,479.13
24.98,60.32,446.46
20.01,52.9,455.57
11.67,41.93,476.1
32.51,69.98,429.66
30.82,76.2,432.22
11.22,41.93,480.71
19.4,64.63,453.84
10.55,41.26,473.6
22.55,69.84,438.54
30.72,71.58,430.46
21.19,74.93,443.29
12.27,49.83,467.1
9.1,39.42,471.85
5.53,35.79,484.25
21.25,44.05,448.43
28.38,72.39,432.02
24.05,72.24,437.81
32.16,71.32,434.01
14.97,43.67,465.54
30.6,72.29,441.5
13.03,41.26,466.02
11.45,45.01,470.4
11.75,42.32,470.44
14.93,41.79,456.75
23.45,69.04,442.48
27.06,64.45,443.1
11.11,40.55,476.37
13.16,54.3,468.4
31.97,69.04,441.18
12.31,41.06,475.76
9.37,42.32,477.57
30.48,70.04,429.85
10.42,41.26,472.54
12.25,44.58,475.24
6.77,39.81,488.27
26.16,70.04,432.56
25.53,59.57,445.59
26.47,47.43,439.4
28.79,68.51,432.51
18.05,56.03,459.09
18.14,43.56,461.71
18.38,55.28,451.29
9.63,43.02,480.21
28.32,66.54,436.42
26.0,69.88,434.79
13.3,37.9,465.61
11.77,40.92,467.31
21.03,63.86,450.64
7.61,39.37,483.74
8.85,40.22,482.3
14.6,42.32,464.67
7.44,41.04,479.08
29.83,68.67,434.28
17.41,40.55,461.47
20.66,51.19,447.14
12.68,41.16,464.93
10.07,40.46,470.99
7.4,40.72,484.29
13.19,44.88,467.68
30.74,73.67,428.92
16.63,39.16,460.29
24.99,51.43,441.45
24.31,65.94,442.69
6.1,43.65,485.24
24.89,66.49,436.39
14.89,35.71,469.37
26.57,48.06,439.54
26.98,70.94,434.73
12.23,41.58,464.45
24.69,59.92,436.33
11.47,43.67,475.72
13.74,42.74,465.92
27.53,67.83,429.05
24.72,77.54,438.52
10.08,40.72,480.8
29.07,72.51,439.8
21.16,65.48,446.37
21.81,60.27,441.85
18.9,56.03,457.66
28.18,71.14,432.72
11.43,41.16,466.86
19.65,62.1,449.13
13.65,44.6,466.06
28.87,71.97,435.86
26.21,56.85,439.55
24.62,72.24,432.13
19.66,42.18,454.46
19.86,41.67,462.86
23.83,64.15,447.95
28.81,56.86,434.08
24.97,58.95,440.03
28.4,74.93,442.23
24.34,59.54,440.63
23.41,74.99,442.51
30.24,69.88,436.37
32.45,66.44,429.99
23.38,48.6,440.9
19.07,44.63,456.37
27.85,66.44,429.0
30.09,76.2,434.68
14.13,41.23,467.84
15.25,41.17,468.76
20.67,70.02,448.75
30.18,68.24,427.38
16.7,40.56,470.84
25.56,60.32,445.01
21.53,52.84,444.04
14.85,43.13,470.37
26.85,57.19,438.01
13.19,39.18,469.62
29.85,68.24,433.43
12.41,39.28,473.86
11.23,43.67,475.41
18.7,52.72,458.06
20.27,57.76,450.71
25.26,74.33,433.49
28.66,77.95,431.23
23.55,51.95,449.54
11.02,38.28,472.11
22.68,50.78,447.69
32.53,77.95,434.44
7.92,41.66,483.38
29.22,72.39,430.24
21.53,59.8,454.99
27.3,56.85,440.01
9.27,42.02,474.93
9.51,40.46,471.32
25.03,60.84,441.58
20.71,58.79,444.39
16.48,48.92,458.67
24.67,68.14,438.4
18.32,45.0,471.43
29.63,66.75,433.26
20.0,39.53,456.28
17.7,49.78,451.24
25.46,70.32,433.08
18.81,61.87,448.49
14.72,40.83,469.8
6.13,40.64,481.13
6.13,39.48,484.12
13.0,48.79,464.12
16.31,42.28,466.49
10.09,37.14,473.66
31.55,69.75,435.01
15.67,38.62,463.17
30.04,64.44,437.95
19.1,56.53,455.52
15.57,38.78,463.47
25.3,71.58,433.97
24.79,75.6,440.05
25.44,63.13,441.91
12.99,41.93,472.95
12.76,42.32,466.15
19.11,50.16,450.38
12.24,41.62,461.23
5.02,45.87,481.03
22.59,70.32,437.39
19.14,56.65,458.06
23.8,48.6,440.89
17.68,45.17,461.96
21.51,48.92,455.11
10.02,41.44,479.63
9.72,43.41,474.1
24.9,67.25,433.71
21.39,58.05,449.76
13.93,44.9,470.59
13.48,41.44,471.39
18.63,50.16,450.14
23.61,63.94,441.57
21.91,58.62,450.23
11.75,41.2,475.35
30.05,69.34,436.82
9.52,40.96,483.59
9.44,44.03,473.61
20.77,56.85,442.85
24.48,50.23,456.02
16.97,50.9,463.28
20.77,56.85,442.85
15.03,40.66,459.46
17.82,65.94,452.82
30.36,69.82,439.05
21.03,44.78,459.72
15.9,41.35,464.03
11.05,40.71,479.59
17.62,43.69,465.93
25.38,65.34,447.41
34.18,78.05,432.1
24.43,65.18,437.26
16.37,39.64,463.91
18.68,53.29,459.89
7.01,40.72,489.64
22.99,46.93,451.41
29.53,64.44,440.1
30.72,71.58,430.46
29.53,72.39,431.69
18.89,66.86,454.02
6.92,39.61,483.83
18.88,65.94,445.61
20.27,63.56,446.93
18.22,44.34,469.27
19.73,56.65,457.46
12.41,41.44,472.06
12.39,40.75,475.96
9.45,43.5,476.1
29.23,69.59,437.95
16.76,43.77,457.0
10.28,41.46,479.66
5.35,35.79,483.2
25.71,66.05,444.35
18.77,52.08,449.62
22.57,63.94,443.58
17.9,43.72,452.55
23.46,59.27,445.57
22.93,51.19,443.57
27.17,67.45,429.87
13.39,44.58,474.7
16.78,37.2,471.24
31.04,68.31,441.56
11.98,39.35,472.43
22.33,59.8,450.07
22.81,71.85,440.4
13.67,44.92,467.71
11.48,41.14,464.07
6.69,36.24,483.82
29.35,71.58,434.45
7.64,39.85,481.53
13.99,36.71,473.2
15.14,44.21,463.1
31.13,67.45,435.14
6.67,39.33,490.03
23.6,65.48,444.38
7.24,38.06,481.83
14.08,39.31,464.16
5.85,40.77,480.59
16.81,42.86,464.36
25.57,66.54,430.92
6.86,41.38,487.49
24.26,69.71,438.6
20.8,69.45,443.77
14.24,39.58,469.94
17.44,45.01,456.08
30.01,73.18,429.84
19.8,57.25,451.75
14.81,43.69,470.71
13.48,41.92,463.9
21.12,62.52,450.93
13.43,43.69,475.36
4.97,40.64,485.43
24.58,56.9,437.16
9.66,41.82,477.67
29.01,66.44,430.61
17.15,43.69,463.88
21.83,62.91,443.76
10.32,40.35,481.51
16.16,41.79,453.39
30.99,69.82,437.46
22.64,63.73,447.21
7.67,35.77,480.06
7.53,41.16,475.7
7.16,38.56,486.12
20.54,61.27,451.95
13.21,45.87,463.1
10.51,37.5,474.24
14.28,43.02,467.83
18.68,56.65,455.79
21.96,58.79,447.31
19.73,56.65,457.46
13.78,41.16,460.44
12.82,43.5,471.41
29.19,67.51,446.97
24.39,63.21,446.4
23.92,61.87,441.15
8.67,36.66,480.38
16.49,41.93,467.48
9.88,40.71,471.8
15.57,44.68,460.91
19.47,58.79,450.17
29.56,70.4,432.85
8.53,40.77,481.03
19.15,59.21,450.26
13.66,40.55,467.7
26.27,71.98,427.65
8.97,44.03,474.61
27.47,63.78,446.69
13.67,40.71,467.62
3.38,41.31,489.11
11.66,44.6,471.3
13.94,47.83,465.13
7.98,43.52,481.93
20.01,56.65,457.01
31.04,66.54,431.66
26.35,49.5,458.41
13.72,34.03,469.25
13.94,47.83,465.13
21.81,63.77,444.52
23.76,51.19,442.9
28.11,66.17,444.2
21.19,55.5,455.93
6.24,35.77,483.36
28.53,68.08,438.91
13.48,39.35,470.66
24.43,58.05,445.68
14.4,40.2,464.5
29.31,64.84,442.11
14.14,43.34,464.36
24.95,64.33,440.97
28.15,72.24,431.75
23.69,58.05,444.46
31.33,76.86,431.44
9.27,36.3,479.66
24.01,67.17,443.09
18.14,43.56,461.71
21.53,70.02,440.93
26.98,72.58,431.12
32.17,73.21,430.64
8.61,43.8,478.25
26.18,52.36,453.54
31.88,70.36,438.42
25.37,59.14,437.19
19.78,54.42,456.84
18.63,45.87,453.79
18.31,42.23,464.45
17.74,50.88,457.71
8.93,40.46,472.77
18.27,65.94,450.33
27.13,59.54,438.32
30.36,69.04,436.72
12.84,39.54,468.22
28.18,66.56,426.79
23.14,58.18,444.51
13.07,38.47,468.9
23.43,71.97,442.19
23.67,68.67,445.32
7.24,38.06,481.83
18.21,41.23,457.53
23.07,57.5,447.49
30.92,80.18,432.35
18.32,66.86,454.46
7.89,71.14,474.66
27.39,66.93,441.04
17.57,62.1,453.3
24.57,66.54,432.41
16.57,63.31,454.78
19.31,60.07,453.47
14.43,43.5,466.58
4.41,42.07,488.36
15.67,38.62,463.17
24.37,68.14,440.22
23.79,58.2,446.88
26.54,69.48,432.56
7.55,43.65,481.61
21.75,50.12,446.64
18.67,58.46,447.16
30.18,65.74,441.65
21.03,67.45,447.11
14.62,43.99,461.88
13.45,43.14,474.1
20.55,46.21,448.66
31.86,69.59,435.72
16.24,41.93,467.69
30.59,70.04,429.13
23.2,49.3,440.75
30.66,66.25,439.55
22.77,59.92,437.9
23.07,65.27,443.42
24.42,63.31,438.39
26.48,73.06,433.31
33.37,73.88,436.76
14.98,43.99,462.32
7.1,35.77,480.36
12.73,40.27,475.61
5.11,42.07,486.41
26.45,73.5,433.44
28.82,65.71,449.18
13.87,38.01,473.39
14.79,38.73,470.28
14.32,71.14,460.02
30.8,73.56,432.43
24.21,71.77,433.42
18.8,39.72,459.36
11.2,35.76,473.33
6.9,44.71,486.3
13.93,38.91,470.39
26.0,70.47,435.05
31.95,70.79,426.37
14.17,42.99,470.68
20.21,60.84,447.73
16.09,50.59,463.64
7.29,41.04,474.71
30.53,65.18,437.89
18.79,49.15,458.75
10.47,43.14,476.55
26.92,68.27,435.17
12.65,44.03,466.01
26.52,73.21,437.02
25.65,43.77,444.01
12.85,41.14,464.86
23.55,65.12,446.44
22.96,68.61,447.18
23.64,60.95,447.86
10.75,40.81,474.71
19.98,49.15,457.54
24.06,71.25,438.85
10.61,37.5,472.9
28.85,68.12,436.15
27.2,65.12,442.54
16.77,45.01,458.22
9.29,39.96,473.51
23.79,58.2,446.88
25.64,63.47,442.62
25.87,47.01,452.32
29.22,73.18,430.57
14.66,42.77,463.6
29.91,76.86,432.6
28.56,69.51,434.35
28.9,68.84,437.06
13.91,40.24,466.24
26.29,56.85,439.86
14.02,42.86,467.29
11.48,44.6,470.39
16.62,39.99,463.74
26.85,75.6,433.48
26.75,58.33,444.09
9.16,42.44,480.98
30.7,71.58,429.27
15.87,39.31,460.59
14.8,42.77,462.29
17.45,49.64,454.67
29.72,71.97,431.22
29.82,43.21,433.31
9.0,36.3,480.31
10.59,25.36,470.96
16.88,39.99,462.83
7.48,38.5,488.43
21.64,44.05,447.96
23.91,50.23,455.41
17.73,40.55,462.69
33.01,69.88,433.5
25.02,59.92,436.64
13.27,52.75,464.82
23.29,62.91,444.61
26.27,58.33,438.82
14.93,43.02,468.19
24.92,73.68,438.23
10.93,39.22,473.27
27.37,71.06,432.14
30.13,68.94,441.78
11.45,41.17,476.0
10.72,41.38,478.29
14.1,41.16,460.01
15.84,49.69,462.6
8.27,39.64,479.91
10.15,39.22,474.87
17.89,44.78,457.74
21.64,50.32,442.52
10.74,43.67,477.32
17.3,57.76,455.75
17.75,42.24,468.86
19.69,56.65,456.29
20.24,58.41,449.49
24.89,64.27,444.21
12.05,48.04,464.14
19.6,60.95,456.06
21.14,67.71,445.12
16.57,53.82,462.52
15.82,44.2,460.2
24.6,63.94,439.63
18.76,58.79,453.44
10.72,35.76,473.48
14.47,42.86,466.64
19.22,62.1,451.8
25.71,66.05,444.35
17.46,62.1,451.06
11.37,39.16,480.54
15.14,37.85,468.31
9.75,40.81,481.95
14.24,41.4,466.88
14.39,43.56,469.35
19.45,58.95,445.1
12.25,41.38,474.77
29.17,67.45,435.08
30.88,67.83,425.36
25.63,48.92,439.87
15.07,43.48,459.96
30.33,70.36,438.47
20.06,62.1,451.81
25.42,69.71,435.59
11.53,41.14,469.04
14.2,45.51,465.35
13.97,41.16,459.84
15.09,43.13,466.87
24.98,71.98,432.06
5.21,43.65,486.08
22.18,65.46,447.92
24.74,63.87,447.02
13.85,44.9,467.2
30.75,73.5,429.18
17.55,48.78,455.11
20.31,69.94,446.87
24.01,63.56,444.1
4.87,42.85,482.22
12.99,44.0,470.93
18.15,41.23,456.32
14.49,41.16,465.24
10.51,37.5,474.24
11.38,39.22,473.71
29.76,73.56,432.51
27.51,71.32,433.16
34.14,74.34,434.23
20.19,44.57,454.36
28.09,70.02,437.83
16.81,42.42,462.19
31.15,69.59,431.37
12.54,44.03,471.86
10.32,41.46,479.61
10.36,41.46,478.27
27.56,63.9,442.43
30.72,69.13,435.83
20.45,48.41,444.69
32.49,71.32,433.59
26.38,70.47,434.02
20.58,39.53,460.1
27.24,69.13,432.36
8.02,41.92,467.21
22.72,58.82,448.67
18.88,62.96,456.18
12.38,40.6,472.53
24.52,59.15,439.55
23.31,60.08,452.65
14.73,40.35,470.03
14.33,43.41,462.94
12.06,52.72,467.21
17.48,52.9,458.34
16.17,38.01,462.54
20.79,50.59,456.01
23.5,50.78,445.09
23.13,72.24,437.67
21.13,51.43,445.4
15.6,41.04,457.49
18.9,56.03,457.66
16.5,44.2,458.3
4.78,42.85,479.09
22.18,69.05,442.14
31.45,68.27,430.81
12.38,45.51,470.46
23.47,51.3,448.65
16.58,37.64,460.48
29.23,74.22,428.9
9.23,42.44,481.29
8.26,44.71,485.19
10.02,52.75,473.09
8.8,41.26,479.74
6.65,40.69,479.35
20.35,67.45,447.64
26.72,74.87,441.93
6.03,41.17,488.57
19.79,51.19,447.96
13.5,41.44,471.34
13.86,50.59,467.23
13.75,40.89,471.42
18.6,43.56,464.67
28.62,68.24,428.08
18.31,42.23,464.45
22.63,58.96,451.41
14.65,41.92,464.95
30.47,70.02,435.72
8.77,40.46,475.0
13.1,49.83,466.08
10.47,41.06,477.47
31.42,70.17,430.78
24.62,68.31,448.58
6.3,39.33,489.95
13.08,41.74,474.81
23.56,73.67,439.27
28.86,73.67,431.15
4.49,40.27,494.24
26.38,69.88,432.25
14.4,40.2,464.5
15.47,46.48,462.58
10.75,45.0,481.96
32.37,67.83,426.76
24.72,77.54,438.52
22.54,63.07,442.28
24.69,71.73,436.78
24.1,71.29,442.8
26.8,68.31,447.85
10.05,40.23,475.48
24.19,47.45,446.3
19.31,52.72,455.25
12.42,43.8,466.59
21.11,69.94,439.91
26.92,67.25,434.05
15.31,40.66,458.26
15.02,41.48,456.04
22.17,70.47,441.14
10.01,41.17,479.4
11.89,40.64,476.99
17.53,42.24,470.63
29.76,73.56,432.51
18.88,44.06,451.13
28.62,59.14,436.09
20.17,58.12,455.25
27.82,76.09,434.52
21.67,57.76,452.56
21.24,44.3,444.0
13.61,39.85,475.62
17.14,40.55,461.21
12.45,43.67,474.27
19.29,67.71,449.28
19.79,44.9,455.59
14.59,35.71,469.32
12.69,40.71,477.14
21.69,42.23,461.56
14.39,44.21,465.03
4.24,39.9,491.25
15.28,43.71,463.44
22.86,62.4,445.66
21.36,52.3,448.13
6.14,38.5,489.26
4.69,39.42,486.34
10.27,38.38,475.58
15.83,45.01,460.22
25.72,59.21,437.72
17.9,48.98,453.02
24.27,68.28,445.23
22.52,64.27,445.4
12.08,49.83,467.54
18.18,50.16,451.14
12.42,43.8,466.59
29.1,73.9,436.56
13.57,39.39,471.44
8.29,36.08,483.26
31.92,75.33,431.32
22.1,65.06,442.18
29.62,70.02,439.35
21.11,58.12,453.28
23.59,59.43,440.61
15.11,43.13,466.74
5.07,40.07,494.87
8.48,38.5,485.29
30.44,56.24,429.34
24.58,48.98,459.79
10.97,40.6,478.69
16.89,49.21,458.25
14.64,42.77,464.27
14.24,39.99,466.2
9.3,40.56,479.87
14.24,41.16,471.0
25.32,61.25,436.67
17.36,41.23,459.1
15.12,48.92,462.59
21.18,44.57,449.93
25.97,43.21,434.83
25.92,50.16,440.98
22.64,59.27,446.2
7.65,36.3,482.56
23.48,72.99,437.1
32.38,77.24,430.96
20.21,54.9,454.23
26.72,67.79,444.68
27.18,79.05,434.01
23.46,51.19,444.82
20.79,68.28,445.83
13.77,41.58,459.75
17.92,44.2,455.37
29.48,64.69,435.09
29.32,63.77,438.09
21.3,59.39,444.21
25.41,77.54,434.09
13.92,39.39,471.81
25.14,63.47,443.93
34.61,73.03,438.56
25.1,74.87,439.93
27.35,60.75,435.14
14.54,46.18,463.03
10.57,41.26,472.9
17.48,44.71,465.61
29.91,70.02,437.63
22.58,43.79,460.3
28.37,69.13,425.29
23.84,68.94,436.05
25.93,66.56,433.25
22.08,41.1,455.04
7.31,43.02,484.82
32.09,72.86,434.78
14.43,44.47,466.56
24.82,66.54,440.88
28.44,74.93,441.52
31.65,66.25,437.35
24.11,59.27,444.35
17.37,40.55,460.97
23.51,57.32,444.58
26.81,74.9,435.56
19.3,44.9,452.75
22.79,69.13,438.08
18.06,65.48,454.34
17.34,44.06,458.5
15.3,43.14,466.0
27.61,59.54,437.85
32.37,68.67,430.35
3.21,38.44,492.93
10.31,39.82,480.61
8.91,40.11,475.43
27.41,69.98,431.64
20.37,52.05,456.11
27.52,66.48,429.67
28.62,68.24,428.08
13.69,41.74,471.84
27.35,61.47,443.67
28.28,61.86,439.65
16.69,46.18,458.57
24.84,59.22,442.7
13.45,40.73,461.03
21.55,60.27,443.93
9.81,44.45,471.32
28.18,73.03,439.74
10.75,45.01,471.47
11.44,40.55,477.68
12.65,44.34,473.46
2.71,39.42,489.3
14.92,41.16,465.72
27.33,73.18,429.38
3.91,35.47,488.67
22.07,48.41,444.01
16.59,39.54,464.19
31.18,69.04,441.26
20.35,56.53,456.04
22.53,58.62,449.02
19.54,44.57,450.54
13.9,39.59,465.0
30.25,71.8,437.28
25.6,59.15,441.11
23.75,68.51,441.61
7.92,36.08,482.98
13.52,42.07,464.07
17.27,40.55,461.31
7.57,37.49,481.98
11.82,41.54,476.97
8.65,40.56,485.87
14.0,40.8,474.87
