nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Dynasty Warriors 8: Xtreme Legends,PS3,Action,Tecmo Koei,0.09,25-Mar-14,,,,,Omega Force
Tales of Eternia,PSP,Role-Playing,Ubisoft,0.26,,,,,,
Story Hour: Fairy Tales,Wii,Adventure,Zoo Digital Publishing,0.04,28-Dec-08,,,tbd,,Other Ocean Interactive
Horrid Henry: Missions of Mischief,Wii,Adventure,SouthPeak Games,0.01,TBA,,,,,Asylum Entertainment
Mobile Suit Gundam: Extreme Vs,PS3,Action,Namco Bandai Games,0.27,,,,,,
Bleach: Soul Carnival,PSP,Fighting,Sony Computer Entertainment,0.05,,,,,,
WSC REAL 09: World Snooker Championship,PS3,Sports,Deep Silver,0.01,,,,,,
Toriko: Gourmet Monsters!,3DS,Role-Playing,Namco Bandai Games,0.15,,,,,,
Carnival Games,Wii,Misc,Take-Two Interactive,3.98,28-Aug-07,56.0,27.0,6.1,39.0,Cat Daddy Games
Madden NFL 08,Wii,Sports,Electronic Arts,0.87,14-Aug-07,76.0,29.0,6.8,27.0,EA Tiburon
Major League Baseball 2K6,X360,Sports,Spike,0.37,10-Apr-06,66.0,22.0,3.9,37.0,Kush Games
11eyes: CrossOver,X360,Adventure,5pb,0.02,,,,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,Action,Alchemist,0.06,,,,,,
Farming Simulator 2012,3DS,Action,Excalibur Publishing,0.12,,,,,,
Madden NFL 11,Wii,Sports,Unknown,0.7,10-Aug-10,75.0,6.0,5.4,7.0,EA Tiburon
I Don't Have Many Friends Portable,PSP,Adventure,Namco Bandai Games,0.07,,,,,,
NBA 2K11,X360,Sports,Take-Two Interactive,2.02,5-Oct-10,89.0,50.0,8,88.0,Visual Concepts
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,Role-Playing,Atlus,0.06,,,,,,
Just Cause 2,X360,Action,Square Enix,1.49,23-Mar-10,81.0,74.0,8.1,214.0,Avalanche Studios
Gladiator Begins,PSP,Action,PQube,0.1,15-Sep-10,59.0,9.0,8.6,9.0,Acquire
Fit in Six,Wii,Sports,Ubisoft,0.1,15-Mar-11,,,tbd,,Blue Byte
Mass Effect 2,PS3,Role-Playing,Electronic Arts,1.32,18-Jan-11,94.0,62.0,8.4,818.0,BioWare
Pro Evolution Soccer 2014,3DS,Action,Konami Digital Entertainment,0.07,TBA,,,,,Konami
Pro Yakyuu Spirits 2012,PSP,Action,Konami Digital Entertainment,0.2,,,,,,
Animal Crossing: City Folk,Wii,Simulation,Nintendo,4.52,16-Nov-08,73.0,50.0,7.8,93.0,Nintendo
The House of the Dead: Overkill,Wii,Shooter,Sega,0.82,10-Feb-09,78.0,65.0,8.9,84.0,Headstrong Games
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Misc,Konami Digital Entertainment,0.03,,,,,,
Nizu no Senritsu Portable 2: Hi no Kioku,PSP,Adventure,CyberFront,0.01,,,,,,
Remember Me,X360,Action,Capcom,0.11,4-Jun-13,70.0,42.0,7.5,221.0,DONTNOD Entertainment
Wipeout 2,Wii,Misc,Activision,0.3,11-Oct-11,,,tbd,,Endemol
Cabela's North American Adventures,PS3,Sports,Activision,0.1,14-Sep-10,,,tbd,,FUN Labs
G-Force,X360,Action,Disney Interactive Studios,0.16,21-Jul-09,68.0,33.0,7,9.0,Eurocom Entertainment Software
Disney Infinity,Wii,Action,Disney Interactive Studios,0.99,18-Aug-13,,,4.7,20.0,Avalanche Software
Sonic & SEGA All-Stars Racing,Wii,Racing,Sega,1.26,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Misc,Paon,0.02,,,,,,
Motion Explosion!,X360,Misc,505 Games,0.05,1-Nov-11,,,tbd,,Artech Studios
NBA Ballers: Chosen One,PS3,Sports,Midway Games,0.11,21-Apr-08,54.0,23.0,6.5,4.0,Midway
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Role-Playing,Square Enix,0.69,19-Feb-08,65.0,43.0,5.8,18.0,"Genius Sonority Inc., Eighting"
Speed Zone,Wii,Racing,Bethesda Softworks,0.07,18-Aug-09,37.0,14.0,3.7,10.0,Awesome Play Ltd.
Just Dance 3,PS3,Misc,Ubisoft,0.52,6-Dec-11,75.0,5.0,6,6.0,Ubisoft
Taiko no Tatsujin: Wii U Version!,WiiU,Misc,Namco Bandai Games,0.13,,,,,,
Ouchi Mainichi Tamagotchi,3DS,Action,Namco Bandai Games,0.09,,,,,,
FIFA Soccer 11,PS3,Sports,Electronic Arts,5.0,28-Sep-10,89.0,51.0,8.1,197.0,EA Sports
WWE '12,Wii,Fighting,THQ,0.32,22-Nov-11,74.0,6.0,5.1,8.0,Yuke's
Initial D: Street Stage,PSP,Racing,Sega,0.1,,,,,,
Just Dance Kids 2,PS3,Misc,Ubisoft,0.16,25-Oct-11,,,tbd,,Ubisoft
Backyard Sports: Sandlot Sluggers,Wii,Sports,Atari,0.12,25-May-10,,,tbd,,HB Studios Multimedia
Borderlands,X360,Shooter,Take-Two Interactive,3.23,20-Oct-09,84.0,83.0,8.3,612.0,Gearbox Software
The King of Fighters Collection: The Orochi Saga,Wii,Fighting,Ignition Entertainment,0.1,2-Dec-08,70.0,15.0,tbd,,SNK Playmore
Battlefield 4,XOne,Shooter,Electronic Arts,1.13,19-Nov-13,,,6.3,203.0,EA DICE
Onechanbara Z Kagura,PS3,Action,D3Publisher,0.03,,,,,,
Zero: Tsukihami no Kamen,Wii,Action,Nintendo,0.08,,,,,,
Medal of Honor: Warfighter,X360,Action,Electronic Arts,0.99,23-Oct-12,53.0,43.0,5.3,404.0,Danger Close
Supreme Commander 2,X360,Strategy,Square Enix,0.31,17-Mar-10,75.0,28.0,7.4,20.0,Gas Powered Games
Starry * Sky: In Spring - PSP Edition,PSP,Adventure,Asgard,0.05,,,,,,
TNA iMPACT!,Wii,Fighting,Midway Games,0.15,,,,,,
Ridge Racer Unbounded,PS3,Racing,Namco Bandai Games,0.13,27-Mar-12,72.0,20.0,6.4,24.0,Bugbear
Ridge Racer 6,X360,Racing,Namco Bandai Games,0.19,17-Nov-05,74.0,65.0,7.2,25.0,Namco
Mirai Nikki: 13 Hitome no Nikki Shoyuusha Re-Write,PSP,Action,Kadokawa Games,0.01,,,,,,
Splatterhouse,X360,Action,Namco Bandai Games,0.16,23-Nov-10,62.0,51.0,7.6,49.0,Namco Bandai Games America
The Legend of Spyro: Dawn of the Dragon,Wii,Platform,Vivendi Games,0.54,21-Oct-08,64.0,11.0,7.2,12.0,Etranges Libellules
XBLAZE Code: Embryo,PS3,Adventure,Arc System Works,0.01,24-Jun-14,,,,,Arc System Works
ExciteBots: Trick Racing,Wii,Racing,Nintendo,0.24,20-Apr-09,77.0,29.0,8.6,24.0,Monster Games Inc.
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,Adventure,Idea Factory,0.01,,,,,,
World Championship Cards,PSP,Misc,Crave Entertainment,0.2,30-May-08,,,tbd,,Crave
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,THQ,0.24,16-Nov-10,49.0,6.0,tbd,,THQ
The Bachelor: The Videogame,Wii,Misc,Warner Bros. Interactive Entertainment,0.1,,,,,,
Dynasty Warriors 7: Xtreme Legends,PS3,Action,Tecmo Koei,0.25,15-Nov-11,64.0,11.0,8,6.0,Omega Force
Patapon 3,PSP,Platform,Sony Computer Entertainment,0.25,12-Apr-11,74.0,41.0,6.8,23.0,SCE Japan Studio
Ice Age: Dawn of the Dinosaurs,PS3,Platform,Activision,0.15,30-Jun-09,67.0,23.0,6.8,4.0,Activision
Rapala Fishing Frenzy 2009,X360,Sports,Activision,0.04,2-Sep-08,41.0,5.0,6.6,5.0,FUN Labs
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,1.0,16-Apr-13,81.0,63.0,7.9,305.0,NetherRealm Studios
Deca Sports Extreme,3DS,Sports,Hudson Soft,0.1,13-Sep-11,52.0,6.0,tbd,,Hudson Soft
Shrek the Third,X360,Action,Activision,0.64,15-May-07,56.0,37.0,6.5,4.0,7 Studios
Ratatouille,X360,Platform,THQ,0.24,26-Jun-07,56.0,14.0,tbd,,Heavy Iron Studios
Wario Land: Shake It!,Wii,Platform,Nintendo,1.13,,,,,,
Metal Gear Ac!d 2,PSP,Strategy,Konami Digital Entertainment,0.18,,,,,,
Two Worlds II,PS3,Role-Playing,Unknown,0.4,25-Jan-11,70.0,28.0,7,56.0,Reality Pump
Burnout Paradise,PS3,Racing,Electronic Arts,1.83,22-Jan-08,87.0,55.0,7.6,371.0,Criterion Games
Coraline,Wii,Adventure,D3Publisher,0.05,27-Jan-09,42.0,7.0,5.6,5.0,Papaya Studios
Deadpool,PS3,Action,Activision,0.22,25-Jun-13,61.0,27.0,7.1,174.0,High Moon Studios
Ghostbusters: The Video Game,PS3,Action,Sony Computer Entertainment,0.78,16-Jun-09,78.0,74.0,7.9,70.0,Terminal Reality
Pop'n Music,Wii,Misc,Konami Digital Entertainment,0.08,13-Nov-09,,,tbd,,Konami
The King of Fighters XII,PS3,Fighting,Ignition Entertainment,0.14,24-Jul-09,57.0,48.0,5.2,44.0,SNK Playmore
Family Game Night 4: The Game Show,X360,Misc,Electronic Arts,0.05,1-Nov-11,,,tbd,,Electronic Arts
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami Digital Entertainment,0.1,22-Nov-11,,,tbd,,Hijinx Studios
NFL Tour,PS3,Sports,Electronic Arts,0.1,8-Jan-08,45.0,24.0,tbd,,EA Tiburon
Case Closed: One Truth Prevails,Wii,Adventure,Nobilis,0.01,,,,,,
FIFA 07 Soccer,X360,Sports,Electronic Arts,0.27,31-Oct-06,73.0,39.0,7.7,44.0,EA Sports
Clive Barker's Jericho,PS3,Shooter,Codemasters,0.19,23-Oct-07,60.0,34.0,7.2,43.0,"Mercury Steam, Alchemic Productions"
WWE All Stars,Wii,Fighting,THQ,0.17,29-Mar-11,68.0,11.0,6,6.0,THQ
StokEd,X360,Sports,Zushi Games,0.2,26-Feb-09,68.0,34.0,8.5,18.0,Bongfish
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,Action,Konami Digital Entertainment,0.04,,,,,,
Super Street Fighter IV,PS3,Fighting,Capcom,1.33,27-Apr-10,92.0,58.0,7.7,154.0,Capcom
DoDonPachi Saidaioujou,X360,Shooter,Cave,0.01,,,,,,
NHL 2K10,X360,Sports,Take-Two Interactive,0.14,15-Sep-09,69.0,31.0,7.9,15.0,Take-Two Interactive
Shrek Smash n' Crash Racing,PSP,Racing,Activision,0.09,12-Dec-06,,,tbd,,Activision
iCarly 2: iJoin The Click!,Wii,Adventure,Activision,0.09,16-Nov-10,,,tbd,,Big Blue Bubble Inc.
LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,Activision,0.8,17-Nov-09,70.0,25.0,6.4,8.0,Traveller's Tales
Sonic Lost World,3DS,Platform,Sega,0.27,29-Oct-13,59.0,34.0,6.6,81.0,Dimps Corporation
Time Crisis 4,PS3,Shooter,Namco Bandai Games,0.82,20-Nov-07,60.0,52.0,7.6,20.0,Nex Entertainment
X-Men: The Official Game,X360,Action,Activision,0.16,16-May-06,52.0,57.0,5.1,16.0,"Z-Axis, Ltd."
Mahjong Cub3D,3DS,Puzzle,Sunsoft,0.07,11-Oct-11,67.0,11.0,5.3,4.0,SunSoft
Maximum Racing: Rally Racer,Wii,Racing,Unknown,0.01,29-Mar-11,,,tbd,,Maximum Family Games
WWE All Stars,3DS,Fighting,THQ,0.17,22-Nov-11,71.0,12.0,7,6.0,THQ
Romance of the Three Kingdoms (3DS),3DS,Strategy,Tecmo Koei,0.02,,,,,,
NBA Street Homecourt,PS3,Sports,Electronic Arts,0.13,6-Mar-07,81.0,31.0,6.7,14.0,EA Canada
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,Action,THQ,0.06,,,,,,
Disney Sing It! High School Musical 3: Senior Year,X360,Misc,Disney Interactive Studios,0.09,,,,,,
Eternal Sonata,PS3,Role-Playing,Atari,0.38,21-Oct-08,80.0,34.0,7.6,89.0,Tri-Crescendo
NCAA Basketball 09,PS3,Sports,Electronic Arts,0.15,17-Nov-08,68.0,17.0,tbd,,EA Canada
Sonic & Sega All-Stars Racing Transformed ,3DS,Action,Sega,0.2,,,,,,
Lego City Undercover,WiiU,Action,Nintendo,0.7,18-Mar-13,80.0,66.0,8,196.0,TT Games
Exit,PSP,Puzzle,Ubisoft,0.07,14-Feb-06,77.0,36.0,8.1,10.0,Taito Corporation
Skylanders: Spyro's Adventure,X360,Action,Activision,0.88,16-Oct-11,78.0,35.0,5.7,46.0,Toys for Bob
BlazBlue: Calamity Trigger,X360,Fighting,PQube,0.34,30-Jul-09,86.0,51.0,8.7,61.0,Arc System Works
Harukanaru Toki no Naka de 5,PSP,Role-Playing,Tecmo Koei,0.04,,,,,,
We Wish You A Merry Christmas,Wii,Action,Destineer,0.19,4-Nov-09,,,tbd,,Destineer
World of Outlaws: Sprint Cars,X360,Racing,THQ,0.17,9-Feb-10,57.0,4.0,8.9,8.0,Big Ant Studios
Karaoke Revolution,Wii,Misc,Konami Digital Entertainment,0.43,24-Nov-09,63.0,4.0,tbd,,Blitz Games Studios
FIFA Soccer 08,PS3,Sports,Electronic Arts,1.73,9-Oct-07,81.0,28.0,7.1,40.0,EA Canada
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,0.23,21-Nov-05,80.0,57.0,7.2,60.0,Ubisoft Montpellier
Looney Tunes: Acme Arsenal,X360,Action,Warner Bros. Interactive Entertainment,0.08,9-Oct-07,40.0,15.0,6.6,12.0,Red Tribe
Pro Evolution Soccer 2013,3DS,Sports,Konami Digital Entertainment,0.13,20-Nov-12,,,7,7.0,Konami
Forza Motorsport 3: Ultimate Edition,X360,Racing,Microsoft Game Studios,0.04,,,,,,
International Cricket 2010,PS3,Sports,Codemasters,0.17,,,,,,
Madden NFL Football,3DS,Sports,Electronic Arts,0.31,22-Mar-11,49.0,18.0,5.4,14.0,EA Tiburon
Brink,PS3,Shooter,Bethesda Softworks,0.67,10-May-11,72.0,39.0,6,151.0,Splash Damage
Gears of War: Judgment,X360,Shooter,Microsoft Game Studios,1.4,19-Mar-13,79.0,81.0,5.3,627.0,Epic Games
Mayhem 3D,PS3,Racing,Evolved Games,0.03,25-Mar-11,53.0,5.0,tbd,,Zoo Games
DiRT 2,PSP,Racing,Sony Computer Entertainment,0.31,8-Sep-09,55.0,13.0,5.5,8.0,Codemasters
WWE SmackDown vs Raw 2008,PS3,Fighting,THQ,1.29,13-Nov-07,74.0,27.0,7,30.0,Yuke's
Captain Rainbow,Wii,Adventure,Nintendo,0.01,,,,,,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,Misc,Takara Tomy,0.08,,,,,,
Dynasty Warriors Gundam,X360,Action,Namco Bandai Games,0.18,28-Aug-07,55.0,34.0,6.8,20.0,"Omega Force, Koei"
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Action,Activision,0.15,,,,,,
Gabrielle's Ghostly Groove 3D,3DS,Adventure,Funbox Media,0.08,4-Oct-11,62.0,9.0,8.4,8.0,Santa Entertainment
Blacksite: Area 51,X360,Shooter,Midway Games,0.55,12-Nov-07,62.0,48.0,6,58.0,Midway Studios - Austin
Aliens vs Predator: Requiem,PSP,Action,Vivendi Games,0.22,13-Nov-07,49.0,34.0,6.6,11.0,Rebellion
Tiger Woods PGA Tour 07,X360,Sports,Electronic Arts,0.47,17-Oct-06,80.0,44.0,7.9,21.0,EA Redwood Shores
Legends of Chima: Laval's Journey,PSV,Adventure,Warner Bros. Interactive Entertainment,0.06,,,,,,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,Adventure,Namco Bandai Games,0.05,,,,,,
Air Conflicts: Secret Wars,PS3,Simulation,bitComposer Games,0.12,15-Nov-11,51.0,8.0,tbd,,Games Farm
Bodycount,PS3,Shooter,Codemasters,0.08,30-Aug-11,50.0,40.0,3.6,23.0,Guildford Studio
Winter Sports 2: The Next Challenge,Wii,Sports,RTL,0.38,25-Nov-08,,,tbd,,49Games
Gears of War 2,X360,Shooter,Microsoft Game Studios,6.66,7-Nov-08,93.0,90.0,7.6,2442.0,Epic Games
Manhunt 2,PSP,Action,Take-Two Interactive,0.3,29-Oct-07,69.0,15.0,8.1,28.0,Rockstar London
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,Strategy,Tecmo Koei,0.07,,,,,,
Major League Baseball 2K10,PSP,Sports,Take-Two Interactive,0.06,2-Mar-10,,,tbd,,Visual Concepts
SNK Arcade Classics Vol. 1,Wii,Misc,Ignition Entertainment,0.06,29-Jul-08,73.0,18.0,tbd,,SNK Playmore
Wand of Fortune Portable,PSP,Adventure,Idea Factory,0.01,,,,,,
Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,3.75,11-Jun-07,68.0,33.0,6.9,37.0,Nintendo
Gundam Assault Survive,PSP,Simulation,Namco Bandai Games,0.17,,,,,,
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,Tecmo Koei,0.21,15-Mar-11,61.0,27.0,5.2,90.0,Gust
Dead or Alive 4,X360,Fighting,Tecmo Koei,0.45,29-Dec-05,85.0,76.0,8.3,198.0,Team Ninja
You're in the Movies,X360,Misc,Microsoft Game Studios,0.48,17-Nov-08,55.0,21.0,5.8,18.0,Zoe Mode
Dead Head Fred,PSP,Action,D3Publisher,0.04,28-Aug-07,75.0,30.0,7.1,17.0,Vicious Cycle
Madden NFL 09,X360,Sports,Electronic Arts,2.5,12-Aug-08,83.0,50.0,7,120.0,EA Tiburon
Face Racers: Photo Finish,3DS,Racing,Majesco Entertainment,0.07,6-Dec-11,,,tbd,,Renegade Kid
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,0.57,3-Nov-09,71.0,47.0,6.6,15.0,High Impact Games
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,0.31,12-Jan-10,49.0,11.0,6.1,26.0,EA Montreal
Spider-Man 2,PSP,Action,Activision,0.7,15-Mar-05,67.0,43.0,6.4,7.0,Vicarious Visions
Backyard Sports Football: Rookie Rush,X360,Sports,Atari,0.08,,,,,,
Wacky Races: Crash & Dash,Wii,Racing,Eidos Interactive,0.29,,,,,,
Major League Baseball 2K11,X360,Sports,Take-Two Interactive,0.41,8-Mar-11,69.0,27.0,6.8,24.0,Visual Concepts
Legendary,PS3,Shooter,Atari,0.1,31-Oct-08,50.0,31.0,6.9,27.0,Spark Unlimited
Pro Yakyuu Spirits 2012,PS3,Action,Konami Digital Entertainment,0.19,,,,,,
NBA Ballers: Chosen One,X360,Sports,Midway Games,0.18,21-Apr-08,55.0,42.0,4.2,15.0,Midway
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,Sports,Konami Digital Entertainment,0.31,,,,,,
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,Misc,Warner Bros. Interactive Entertainment,0.33,16-Nov-10,,,tbd,,Black Lantern Studios
Driver: Renegade,3DS,Racing,Ubisoft,0.07,6-Sep-11,48.0,13.0,4.3,14.0,Ubisoft
Call of Duty: The War Collection,X360,Shooter,Activision,0.04,8-Jun-10,,,tbd,,"Infinity Ward, Treyarch"
Summer Sports: Paradise Island (Others sales),Wii,Sports,Ubisoft,0.67,,,,,,
Toaru Majutsu no Kagaku no Ensemble,PSP,Adventure,Namco Bandai Games,0.03,,,,,,
Country Dance 2,Wii,Misc,GameMill Entertainment,0.44,1-Nov-11,,,tbd,,High Voltage Software
Just Dance 2014,PS3,Misc,Ubisoft,0.24,8-Oct-13,77.0,6.0,6.8,25.0,Ubisoft
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,Role-Playing,Bethesda Softworks,0.09,26-May-09,,,tbd,,Bethesda Softworks
Top Spin 4,X360,Sports,Take-Two Interactive,0.36,15-Mar-11,84.0,54.0,8.3,56.0,2K Czech
Yogi Bear: The Video Game,Wii,Action,D3Publisher,0.11,7-Dec-10,,,tbd,,Monkey Bar Games
Virtua Tennis 4,PS3,Sports,Sega,0.39,10-May-11,69.0,49.0,6.5,22.0,Sega
FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,0.87,28-Oct-08,80.0,18.0,8.3,21.0,EA Canada
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,2.37,18-Mar-08,82.0,66.0,7.8,154.0,Ubisoft Montreal
Misshitsu no Sacrifice,PSP,Adventure,D3Publisher,0.02,,,,,,
Batman: Arkham Origins Blackgate,PSV,Action,Warner Bros. Interactive Entertainment,0.2,25-Oct-13,61.0,37.0,7.3,64.0,Armature Studio
Backbreaker,X360,Sports,Unknown,0.16,1-Jun-10,54.0,29.0,7.6,66.0,NaturalMotion
EA Sports Grand Slam Tennis,Wii,Sports,Electronic Arts,0.88,,,,,,
Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,0.36,24-Oct-06,81.0,19.0,8.1,10.0,Vicarious Visions
Disgaea 3: Absence of Detention,PSV,Role-Playing,Nippon Ichi Software,0.21,17-Apr-12,78.0,28.0,7.6,92.0,Nippon Ichi Software
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,0.23,29-Jun-11,65.0,26.0,8.2,5.0,Sanzaru Games
Bounty Hounds,PSP,Action,Namco Bandai Games,0.03,13-Sep-06,63.0,14.0,7,6.0,Xpec
The Biggest Loser: Ultimate Workout,X360,Sports,THQ,0.84,4-Nov-10,68.0,11.0,tbd,,Blitz Games Studios
NASCAR Kart Racing,Wii,Racing,Electronic Arts,0.42,10-Feb-09,70.0,12.0,7.7,7.0,Electronic Arts
NBA 2K9,PS3,Sports,Take-Two Interactive,0.61,7-Oct-08,82.0,30.0,6.9,35.0,Visual Concepts
MySims Agents,Wii,Adventure,Electronic Arts,1.0,29-Sep-09,78.0,28.0,8.6,27.0,Electronic Arts
Pikmin 3,WiiU,Strategy,Nintendo,0.72,4-Aug-13,87.0,79.0,8.5,324.0,Nintendo
Family Party: 30 Great Games,Wii,Misc,D3Publisher,0.09,2-Dec-08,42.0,10.0,1.5,4.0,Tamsoft
Bleach: Soul Carnival 2,PSP,Fighting,Sony Computer Entertainment,0.03,,,,,,
We Ski & Snowboard,Wii,Sports,Atari,0.87,,,,,,
F1 2011,3DS,Racing,Codemasters,0.12,6-Dec-11,59.0,15.0,6.6,12.0,Codemasters
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,Role-Playing,Square Enix,0.16,,,,,,
NHL 11,X360,Sports,Electronic Arts,0.7,7-Sep-10,88.0,49.0,7.8,64.0,Electronic Arts
Ishin Renka: Ryouma Gaiden,PSP,Adventure,D3Publisher,0.01,,,,,,
Cabela's North American Adventures,X360,Sports,Activision,0.1,7-Sep-10,51.0,5.0,tbd,,FUN Labs
Innocent Life: A Futuristic Harvest Moon,PSP,Simulation,Rising Star Games,0.14,15-May-07,67.0,22.0,8.2,16.0,ArtePiazza
LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,0.61,12-Sep-06,81.0,50.0,7.9,39.0,Traveller's Tales
Rush,PSP,Racing,Midway Games,0.12,30-Oct-06,55.0,12.0,tbd,,Midway Studios - Newcastle
Beyond: Two Souls,PS3,Adventure,Sony Computer Entertainment,1.03,8-Oct-13,70.0,98.0,8.1,2061.0,Quantic Dream
ESA Game Pack,PS3,Misc,Sony Computer Entertainment,0.08,10-Nov-10,,,tbd,,Various
Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,0.22,18-May-10,77.0,24.0,8.1,26.0,Ubisoft Quebec
FIFA Soccer 13,PSP,Action,Electronic Arts,0.26,25-Sep-12,,,2.8,18.0,Electronic Arts
Need for Speed: The Run,Wii,Racing,Electronic Arts,0.24,15-Nov-11,64.0,6.0,2.4,15.0,Firebrand Games
After Hours Athletes,PS3,Sports,Sony Computer Entertainment,0.04,,,,,,
Walk it Out!,Wii,Sports,Konami Digital Entertainment,0.41,12-Jan-10,,,8.8,18.0,AI
Ben 10 Galactic Racing,Wii,Racing,D3Publisher,0.11,18-Oct-11,,,tbd,,Monkey Bar Games
DuckTales: Remastered,X360,Action,Capcom,0.02,11-Sep-13,70.0,39.0,6.9,41.0,WayForward
Rock Band Track Pack Volume 1,Wii,Misc,MTV Games,0.19,,,,,,
The Incredible Hulk,Wii,Action,Sega,0.3,5-Jun-08,46.0,21.0,tbd,,Edge of Reality
Rocksmith 2014,PS3,Misc,Ubisoft,0.45,,,,,,
Scribblenauts Unmasked: A DC Comics Adventure,3DS,Action,Warner Bros. Interactive Entertainment,0.02,24-Sep-13,68.0,7.0,6.3,16.0,5TH Cell
Alvin and the Chipmunks,Wii,Misc,Eidos Interactive,0.05,4-Dec-07,30.0,4.0,3.8,19.0,Sensory Sweep
Dynasty Warriors Vol. 2 (JP sales),PSP,Action,Tecmo Koei,0.04,,,,,,
Crisis Core: Final Fantasy VII,PSP,Role-Playing,Square Enix,3.1,24-Mar-08,83.0,67.0,8.6,310.0,Square Enix
Warriors Orochi 3,PSP,Action,Ubisoft Annecy,0.11,,,,,,
Anarchy Reigns,X360,Action,Sega,0.13,8-Jan-13,73.0,38.0,7.8,97.0,PlatinumGames
Disney Infinity,3DS,Action,Disney Interactive Studios,0.13,18-Aug-13,,,0.7,15.0,Altron
Kinect Adventures!,X360,Misc,Microsoft Game Studios,20.92,4-Nov-10,61.0,45.0,6.2,82.0,Good Science Studio
Dance Dance Revolution: Hottest Party 5,Wii,Misc,Konami Digital Entertainment,0.01,,,,,,
EyePet & Friends,PS3,Simulation,Sony Computer Entertainment,0.13,,,,,,
Dead or Alive 5,PS3,Fighting,Tecmo Koei,0.46,25-Sep-12,74.0,34.0,7.8,87.0,Team Ninja
Bleach: Versus Crusade,Wii,Fighting,Sega,0.06,,,,,,
Call of Duty: Roads to Victory,PSP,Shooter,Activision,2.09,13-Mar-07,64.0,45.0,7.6,20.0,Amaze Entertainment
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,THQ,0.12,16-Nov-10,55.0,10.0,5.6,5.0,THQ
Biohazard: Revival Selection,X360,Action,Capcom,0.03,,,,,,
Nisenochigiri: Omoide no Saki e,PSP,Adventure,Idea Factory,0.03,,,,,,
MotionSports,X360,Sports,Ubisoft,0.64,4-Nov-10,40.0,30.0,4.3,7.0,Ubisoft Milan
Macross Ace Frontier,PSP,Simulation,Namco Bandai Games,0.16,,,,,,
Battle Rage,Wii,Shooter,Popcorn Arcade,0.04,24-Feb-09,,,tbd,,Destan Entertainment
Super Monkey Ball Adventure,PSP,Platform,Sega,0.07,29-Aug-06,56.0,23.0,5.8,5.0,TT Games
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.39,14-Nov-06,73.0,31.0,7.2,27.0,Vicarious Visions
Bass Pro Shops: The Hunt,Wii,Sports,XS Games,0.21,2-Jun-10,,,tbd,,Griffin International
Kingdom: Ikkitousen no Ken,PSP,Action,Konami Digital Entertainment,0.02,,,,,,
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,0.81,19-Apr-11,67.0,64.0,6.2,108.0,Zipper Interactive
Sonic and the Black Knight,Wii,Platform,Sega,0.99,3-Mar-09,54.0,51.0,6.8,142.0,Sonic Team
Are You Alice?,PSP,Adventure,Idea Factory,0.02,,,,,,
NERF N-Strike Elite,Wii,Shooter,Electronic Arts,1.0,26-Oct-09,67.0,12.0,5.4,5.0,EA Salt Lake
New Super Luigi U,WiiU,Platform,Nintendo,1.29,20-Jun-13,77.0,59.0,7.6,173.0,Nintendo
