nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Top Gun: Hard Lock,X360,Action,505 Games,0.04,6-Mar-12,54.0,8.0,3.5,16.0,505 Games
Winning Post 7 2012,PSP,Sports,Ackkstudios,0.04,,,,,,
Time Travelers,3DS,Adventure,Unknown,0.04,,,,,,
Inversion,X360,Shooter,Namco Bandai Games,0.04,5-Jun-12,53.0,51.0,6.5,63.0,Saber Interactive
NBA 2K13,WiiU,Action,Take-Two Interactive,0.04,18-Nov-12,85.0,17.0,7,28.0,Visual Concepts
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,Adventure,ChunSoft,0.03,,,,,,
Onechanbara Z Kagura,X360,Action,D3Publisher,0.03,,,,,,
Ben 10 Galactic Racing,PSV,Racing,D3Publisher,0.03,15-Feb-12,,,3.3,7.0,Monkey Bar Games
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft,0.03,,,,,,
Strike Witches: Shirogane no Tsubasa,PSP,Strategy,Kadokawa Shoten,0.02,,,,,,
Top Gun: Hard Lock,PS3,Action,505 Games,0.02,6-Mar-12,,,7.8,10.0,505 Games
Steins;Gate,PS3,Adventure,5pb,0.02,,,,,,
Robotics;Notes,X360,Adventure,5pb,0.02,,,,,,
Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure,5pb,0.02,,,,,,
Dream C Club,PS3,Simulation,D3Publisher,0.02,,,,,,
Romance of the Three Kingdoms XII,WiiU,Strategy,Tecmo Koei,0.01,,,,,,
Madden NFL 13,PS3,Sports,Electronic Arts,0.01,28-Aug-12,83.0,22.0,5.5,95.0,EA Tiburon
Time Travelers,PSP,Adventure,Level 5,0.01,,,,,,
Transformers: Prime,Wii,Action,Activision,0.01,,,,,,
Mahjong * Dream C Club,X360,Action,D3Publisher,0.01,,,,,,
Grand Theft Auto V,PS3,Action,Take-Two Interactive,16.71,17-Sep-13,97.0,50.0,8.2,2586.0,Rockstar North
Grand Theft Auto V,X360,Action,Take-Two Interactive,13.33,17-Sep-13,97.0,58.0,8.1,2714.0,Rockstar North
Call of Duty: Ghosts,X360,Shooter,Activision,8.08,5-Nov-13,73.0,29.0,2.3,1730.0,Infinity Ward
Call of Duty: Ghosts,PS3,Shooter,Activision,7.32,5-Nov-13,71.0,10.0,2.1,825.0,Infinity Ward
FIFA Soccer 14,PS3,Sports,Electronic Arts,5.35,,,,,,
FIFA Soccer 14,X360,Sports,Electronic Arts,3.67,,,,,,
Just Dance 2014,Wii,Misc,Ubisoft,2.86,8-Oct-13,,,5.1,7.0,Ubisoft
Battlefield 4,X360,Shooter,Electronic Arts,2.63,29-Oct-13,79.0,21.0,5.6,421.0,EA DICE
Assassin's Creed IV: Black Flag,PS3,Action,Ubisoft,2.59,29-Oct-13,88.0,36.0,8.1,548.0,Ubisoft
Battlefield 4,PS3,Shooter,Electronic Arts,2.36,29-Oct-13,80.0,14.0,5.8,443.0,EA DICE
Assassin's Creed IV: Black Flag,X360,Action,Ubisoft,2.3,29-Oct-13,86.0,34.0,7.8,453.0,Ubisoft
Tomb Raider (2013),PS3,Action,Square Enix,1.84,,,,,,
Madden NFL 25,X360,Sports,Electronic Arts,1.84,27-Aug-13,80.0,32.0,5.5,121.0,EA Sports
NBA 2K14,X360,Sports,Take-Two Interactive,1.81,1-Oct-13,87.0,23.0,5,104.0,Visual Concepts
Call of Duty: Ghosts,PS4,Shooter,Activision,1.77,15-Nov-13,78.0,49.0,3.1,918.0,Infinity Ward
Tomb Raider (2013),X360,Action,Square Enix,1.61,,,,,,
Batman: Arkham Origins,PS3,Action,Warner Bros. Interactive Entertainment,1.53,25-Oct-13,76.0,46.0,7.8,398.0,WB Games Montreal
Skylanders SWAP Force,Wii,Platform,Activision,1.49,13-Oct-13,,,tbd,,Beenox
Call of Duty: Ghosts,XOne,Shooter,Activision,1.48,19-Nov-13,78.0,7.0,3.8,403.0,Infinity Ward
FIFA Soccer 14,PS4,Sports,Electronic Arts,1.45,,,,,,
Madden NFL 25,PS3,Sports,Electronic Arts,1.43,27-Aug-13,76.0,19.0,4.1,72.0,EA Sports
NBA 2K14,PS3,Sports,Take-Two Interactive,1.41,1-Oct-13,84.0,26.0,4.7,104.0,Visual Concepts
Battlefield 4,PS4,Shooter,Electronic Arts,1.41,12-Nov-13,86.0,16.0,6.5,544.0,EA DICE
Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft,1.31,12-Nov-13,83.0,28.0,7.8,480.0,Ubisoft
Batman: Arkham Origins,X360,Action,Warner Bros. Interactive Entertainment,1.31,25-Oct-13,74.0,45.0,7.6,514.0,WB Games Montreal
Donkey Kong Country Returns,3DS,Platform,Nintendo,1.24,,,,,,
Battlefield 4,XOne,Shooter,Electronic Arts,1.13,19-Nov-13,,,6.3,203.0,EA DICE
Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,1.09,19-Feb-13,80.0,61.0,7.8,564.0,PlatinumGames
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,1.06,22-Oct-13,80.0,37.0,7.7,87.0,TT Games
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,1.0,16-Apr-13,81.0,63.0,7.9,305.0,NetherRealm Studios
Disney Infinity,Wii,Action,Disney Interactive Studios,0.99,18-Aug-13,,,4.7,20.0,Avalanche Software
Lego City Undercover,3DS,Action,Nintendo,0.96,21-Apr-13,62.0,44.0,6.4,48.0,Traveller's Tales
Disney Infinity,X360,Action,Disney Interactive Studios,0.94,18-Aug-13,74.0,38.0,6.7,65.0,Avalanche Software
Diablo III,PS3,Role-Playing,Activision,0.91,3-Sep-13,86.0,43.0,6.2,438.0,Blizzard Entertainment
Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.87,22-Oct-13,82.0,21.0,7.8,48.0,TT Games
Dead Space 3,X360,Shooter,Electronic Arts,0.84,5-Feb-13,78.0,68.0,6.3,616.0,Visceral Games
Skylanders SWAP Force,X360,Platform,Activision,0.83,13-Oct-13,83.0,36.0,5.9,37.0,Vicarious Visions
Injustice: Gods Among Us,PS3,Fighting,Warner Bros. Interactive Entertainment,0.83,16-Apr-13,78.0,37.0,8,221.0,NetherRealm Studios
Tom Clancy's Splinter Cell: Blacklist,X360,Action,Ubisoft,0.76,20-Aug-13,82.0,58.0,7.5,314.0,Ubisoft Toronto
Dead Space 3,PS3,Shooter,Electronic Arts,0.76,5-Feb-13,76.0,37.0,6.4,410.0,Visceral Games
Diablo III,X360,Role-Playing,Activision,0.74,3-Sep-13,87.0,42.0,6.7,313.0,Blizzard Entertainment
FIFA Soccer 14,XOne,Sports,Electronic Arts,0.73,,,,,,
Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,0.73,24-Sep-13,78.0,39.0,4.1,203.0,Konami
Just Dance 2014,X360,Misc,Ubisoft,0.72,8-Oct-13,79.0,16.0,7.2,27.0,Ubisoft
WWE 2K14,X360,Sports,Take-Two Interactive,0.72,29-Oct-13,75.0,42.0,7.4,65.0,Yuke's
WWE 2K14,PS3,Sports,Take-Two Interactive,0.72,29-Oct-13,74.0,21.0,7.4,60.0,Yuke's
Need for Speed Rivals,PS4,Racing,Electronic Arts,0.71,15-Nov-13,80.0,53.0,6.6,335.0,Ghost Games
Lego City Undercover,WiiU,Action,Nintendo,0.7,18-Mar-13,80.0,66.0,8,196.0,TT Games
NBA 2K14,PS4,Sports,Take-Two Interactive,0.69,12-Nov-13,85.0,20.0,6.4,217.0,Visual Concepts
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,0.68,20-Aug-13,84.0,27.0,7.7,217.0,Ubisoft Toronto
Need for Speed Rivals,PS3,Racing,Electronic Arts,0.68,19-Nov-13,80.0,6.0,4.9,75.0,Ghost Games
DMC,PS3,Action,Capcom,0.67,15-Jan-13,85.0,40.0,4.9,1197.0,Ninja Theory
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,0.65,19-Nov-13,,,7.1,154.0,Ubisoft
Skylanders SWAP Force,PS3,Platform,Activision,0.64,13-Oct-13,83.0,31.0,5.1,27.0,Vicarious Visions
Aliens: Colonial Marines,X360,Shooter,Sega,0.59,12-Feb-13,48.0,47.0,3.8,411.0,Gearbox Software
One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,0.58,3-Sep-13,71.0,35.0,7.4,39.0,Omega Force
Disney Infinity,PS3,Action,Disney Interactive Studios,0.57,18-Aug-13,75.0,21.0,5.6,38.0,Avalanche Software
Madden NFL 25,PS4,Sports,Electronic Arts,0.52,12-Nov-13,73.0,11.0,5.5,82.0,EA Sports
Resident Evil: Revelations,PS3,Action,Capcom,0.5,21-May-13,74.0,30.0,7.2,121.0,Capcom
JoJo's Bizarre Adventure: All Star Battle,PS3,Fighting,Namco Bandai Games,0.49,Q2 2014,,,,,CyberConnect2
Madden NFL 25,XOne,Sports,Electronic Arts,0.46,19-Nov-13,73.0,18.0,5.8,77.0,EA Sports
NBA 2K14,XOne,Sports,Take-Two Interactive,0.46,12-Nov-13,86.0,15.0,5.4,113.0,Visual Concepts
Rocksmith 2014,X360,Misc,Ubisoft,0.46,,,,,,
Rocksmith 2014,PS3,Misc,Ubisoft,0.45,,,,,,
Aliens: Colonial Marines,PS3,Shooter,Sega,0.43,12-Feb-13,43.0,25.0,3.4,262.0,Gearbox Software
Need for Speed Rivals,X360,Racing,Electronic Arts,0.42,19-Nov-13,76.0,12.0,5.5,69.0,Ghost Games
Lightning Returns: Final Fantasy XIII,PS3,Role-Playing,Square Enix,0.42,11-Feb-14,66.0,40.0,6,157.0,Square Enix
God Eater 2,PSV,Action,Namco Bandai Games,0.39,,,,,,
Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,0.38,15-Nov-13,82.0,21.0,7.5,96.0,TT Games
Payday 2,X360,Action,505 Games,0.38,23-Aug-13,75.0,18.0,7.2,153.0,Overkill Software
Major League Baseball 2K13,X360,Sports,Take-Two Interactive,0.34,,,,,,
Metal Gear Rising: Revengeance,X360,Action,Konami Digital Entertainment,0.33,19-Feb-13,82.0,46.0,7.8,290.0,PlatinumGames
DMC,X360,Action,Capcom,0.33,15-Jan-13,86.0,65.0,4.9,1276.0,Ninja Theory
Lego Marvel Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.31,22-Oct-13,61.0,4.0,5.2,9.0,TT Games
Rayman Legends,PS3,Platform,Ubisoft,0.31,3-Sep-13,91.0,24.0,8.6,226.0,Ubisoft Montpellier
Disney Infinity,WiiU,Action,Disney Interactive Studios,0.29,18-Aug-13,71.0,10.0,7.6,43.0,Avalanche Software
GRID 2,PS3,Racing,Codemasters,0.29,28-May-13,82.0,20.0,6.6,136.0,Codemasters
Need for Speed Rivals,XOne,Racing,Electronic Arts,0.29,22-Nov-13,75.0,17.0,6.2,88.0,Ghost Games
Metro: Last Light,PS3,Shooter,Deep Silver,0.29,14-May-13,80.0,23.0,8.4,407.0,4A Games
Rayman Legends,WiiU,Platform,Ubisoft,0.28,3-Sep-13,92.0,35.0,8.5,246.0,Ubisoft Montpellier
Sonic Lost World,3DS,Platform,Sega,0.27,29-Oct-13,59.0,34.0,6.6,81.0,Dimps Corporation
Earth Defense Force 2025,PS3,Shooter,D3Publisher,0.27,18-Feb-14,,,,,Sandlot
Metro: Last Light,X360,Shooter,Deep Silver,0.27,14-May-13,80.0,20.0,8.5,386.0,4A Games
Lego Marvel Super Heroes,XOne,Action,Warner Bros. Interactive Entertainment,0.27,22-Nov-13,,,7.3,41.0,TT Games
FIFA Soccer 14,Wii,Sports,Electronic Arts,0.26,,,,,,
Just Dance 2014,WiiU,Misc,Ubisoft,0.25,8-Oct-13,72.0,13.0,7.9,40.0,Ubisoft
Toukiden,PSV,Action,Tecmo Koei,0.24,11-Feb-14,74.0,19.0,8.6,45.0,Omega Force
Just Dance 2014,PS3,Misc,Ubisoft,0.24,8-Oct-13,77.0,6.0,6.8,25.0,Ubisoft
FIFA Soccer 14,PSV,Sports,Electronic Arts,0.24,,,,,,
Rayman Legends,X360,Platform,Ubisoft,0.24,3-Sep-13,90.0,35.0,8.1,160.0,Ubisoft Montpellier
Next Hatsune Miku: Project Diva,PS3,Misc,Sega,0.23,,,,,,
Skylanders SWAP Force,WiiU,Platform,Activision,0.23,13-Oct-13,89.0,7.0,5.7,65.0,Vicarious Visions
Jikkyou Powerful Pro Yakyuu 2013,PS3,Sports,Konami Digital Entertainment,0.23,,,,,,
Deadpool,X360,Action,Activision,0.23,25-Jun-13,62.0,49.0,7.4,322.0,High Moon Studios
Deadpool,PS3,Action,Activision,0.22,25-Jun-13,61.0,27.0,7.1,174.0,High Moon Studios
Payday 2,PS3,Action,505 Games,0.22,13-Aug-13,74.0,12.0,7.2,106.0,Overkill Software
Lego Marvel Super Heroes,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,22-Oct-13,82.0,8.0,8.2,38.0,TT Games
God Eater 2,PSP,Action,Namco Bandai Games,0.21,,,,,,
Batman: Arkham Origins Blackgate,PSV,Action,Warner Bros. Interactive Entertainment,0.2,25-Oct-13,61.0,37.0,7.3,64.0,Armature Studio
GRID 2,X360,Racing,Codemasters,0.2,28-May-13,78.0,50.0,5.7,143.0,Codemasters
Remember Me,PS3,Action,Capcom,0.2,4-Jun-13,72.0,37.0,7.4,304.0,DONTNOD Entertainment
Pro Yakyuu Spirits 2013,PS3,Sports,Konami Digital Entertainment,0.2,,,,,,
Pro Yakyuu Spirits 2013,PSP,Sports,Konami Digital Entertainment,0.19,,,,,,
Sonic Lost World,WiiU,Platform,Sega,0.19,29-Oct-13,63.0,64.0,7.1,240.0,Sonic Team
Injustice: Gods Among Us,PS4,Fighting,Warner Bros. Interactive Entertainment,0.19,,,,,,
Just Dance 2014,XOne,Misc,Ubisoft,0.18,19-Nov-13,71.0,6.0,6.8,42.0,Ubisoft
Farming Simulator 2013,X360,Action,Focus Home Interactive,0.18,19-Nov-13,33.0,12.0,5.7,23.0,Giants Software
Dragon Quest X,WiiU,Role-Playing,Square Enix,0.18,TBA,,,,,Square Enix
Lego Marvel Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.17,22-Oct-13,,,4.9,14.0,TT Games
Toukiden,PSP,Action,Tecmo Koei,0.17,,,,,,
Resident Evil: Revelations,X360,Action,Capcom,0.17,21-May-13,75.0,30.0,7.6,116.0,Capcom
Legends of Chima: Laval's Journey,3DS,Adventure,Warner Bros. Interactive Entertainment,0.16,,,,,,
Pro Evolution Soccer 2014,X360,Action,Konami Digital Entertainment,0.15,24-Sep-13,80.0,23.0,4.7,89.0,Konami
Muramasa: The Demon Blade,PSV,Role-Playing,Marvelous Entertainment,0.15,,,,,,
XCOM,X360,Shooter,Take-Two Interactive,0.15,20-Aug-13,68.0,30.0,6.6,102.0,2K Marin
XCOM,PS3,Shooter,Take-Two Interactive,0.15,20-Aug-13,69.0,22.0,6.7,51.0,2K Marin
Just Dance 2014,PS4,Misc,Ubisoft,0.15,12-Nov-13,,,5.2,31.0,Ubisoft
FIFA Soccer 14,PSP,Sports,Electronic Arts,0.14,,,,,,
Batman: Arkham Origins,WiiU,Action,Warner Bros. Interactive Entertainment,0.14,25-Oct-13,70.0,4.0,7.5,72.0,Human Head Studios
Jikkyou Powerful Pro Yakyuu 2013,PSP,Sports,Konami Digital Entertainment,0.14,,,,,,
FIFA Soccer 14,3DS,Sports,Electronic Arts,0.14,,,,,,
Hitman: HD Trilogy,PS3,Action,Square Enix,0.14,29-Jan-13,71.0,20.0,7.6,32.0,Io Interactive
Assassin's Creed IV: Black Flag,WiiU,Action,Ubisoft,0.13,29-Oct-13,86.0,5.0,7.4,107.0,Ubisoft
Skylanders SWAP Force,3DS,Platform,Activision,0.13,13-Oct-13,68.0,12.0,6.1,12.0,n-Space
Angry Birds: Star Wars,X360,Strategy,Activision,0.13,29-Oct-13,59.0,3.0,5.4,23.0,Rovio Entertainment Ltd
Disney Infinity,3DS,Action,Disney Interactive Studios,0.13,18-Aug-13,,,0.7,15.0,Altron
Terraria,PS3,Action,505 Games,0.13,26-Mar-13,81.0,12.0,7.7,51.0,Re-Logic
Call of Duty: Ghosts,WiiU,Shooter,Activision,0.13,5-Nov-13,69.0,6.0,3,195.0,Treyarch
Angry Birds: Star Wars,Wii,Strategy,Activision,0.13,29-Oct-13,,,tbd,,Rovio Entertainment Ltd
The Legend of Heroes: Sen no Kiseki,PSV,Role-Playing,Nihon Falcom Corporation,0.13,,,,,,
Skylanders SWAP Force,PS4,Platform,Activision,0.12,15-Nov-13,78.0,5.0,5.7,26.0,"Vicarious Visions, Vicarious Visions"
One Piece: Pirate Warriors 2,PSV,Action,Namco Bandai Games,0.12,,,,,,
Hitman: HD Trilogy,X360,Action,Square Enix,0.12,29-Jan-13,69.0,14.0,7.5,35.0,Io Interactive
Skylanders SWAP Force,XOne,Platform,Activision,0.12,19-Nov-13,,,6.5,30.0,"Vicarious Visions, Vicarious Visions"
Dangan-Ronpa,PSV,Adventure,Nippon Ichi Software,0.12,,,,,,
Remember Me,X360,Action,Capcom,0.11,4-Jun-13,70.0,42.0,7.5,221.0,DONTNOD Entertainment
Farming Simulator 2013,PS3,Action,Focus Home Interactive,0.11,19-Nov-13,40.0,17.0,3.7,7.0,Giants Software
Batman: Arkham Origins Blackgate,3DS,Action,Warner Bros. Interactive Entertainment,0.11,25-Oct-13,68.0,6.0,6.5,23.0,Armature Studio
Major League Baseball 2K13,PS3,Sports,Take-Two Interactive,0.11,,,,,,
Angry Birds: Star Wars,3DS,Strategy,Activision,0.11,29-Oct-13,,,2.8,4.0,Rovio Entertainment Ltd
Armored Core: Verdict Day,PS3,Action,From Software,0.1,24-Sep-13,66.0,18.0,7.4,14.0,From Software
The Legend of Heroes: Sen no Kiseki,PS3,Role-Playing,Nihon Falcom Corporation,0.1,,,,,,
Angry Birds: Star Wars,PS3,Strategy,Activision,0.1,29-Oct-13,49.0,6.0,3,15.0,Rovio Entertainment Ltd
Dynasty Warriors 8: Xtreme Legends,PS3,Action,Tecmo Koei,0.09,25-Mar-14,,,,,Omega Force
Zumba Fitness: World Party,Wii,Misc,Majesco Entertainment,0.08,5-Nov-13,,,tbd,,Zoe Mode
Resident Evil: Revelations,WiiU,Action,Capcom,0.08,21-May-13,80.0,19.0,7.3,75.0,Capcom
The Smurfs 2,X360,Action,Ubisoft,0.08,23-Jul-13,,,4.1,11.0,WayForward
Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,0.08,16-Apr-13,82.0,5.0,7.7,78.0,NetherRealm Studios
NBA Live 14,XOne,Sports,Electronic Arts,0.08,19-Nov-13,36.0,14.0,3.5,62.0,EA Sports
Fuse,X360,Shooter,Electronic Arts,0.08,28-May-13,62.0,46.0,5.5,119.0,Insomniac Games
Pro Evolution Soccer 2014,PSP,Action,Konami Digital Entertainment,0.07,TBA 2013,,,,,Konami
Jikkyou Powerful Pro Yakyuu 2013,PSV,Sports,Konami Digital Entertainment,0.07,,,,,,
Pro Evolution Soccer 2014,3DS,Action,Konami Digital Entertainment,0.07,TBA,,,,,Konami
Fuse,PS3,Shooter,Electronic Arts,0.07,28-May-13,63.0,35.0,5,97.0,Insomniac Games
NBA Live 14,PS4,Sports,Electronic Arts,0.07,19-Nov-13,43.0,24.0,2.5,145.0,EA Sports
Zumba Fitness: World Party,XOne,Misc,Majesco Entertainment,0.07,19-Nov-13,73.0,5.0,6.6,31.0,Zoe Mode
The Smurfs 2,Wii,Action,Ubisoft,0.07,23-Jul-13,,,tbd,,WayForward
Atelier Meruru: Alchemist of Arland 3,PSV,Role-Playing,Gust,0.06,,,,,,
Legends of Chima: Laval's Journey,PSV,Adventure,Warner Bros. Interactive Entertainment,0.06,,,,,,
Pro Yakyuu Spirits 2013,PSV,Sports,Konami Digital Entertainment,0.06,,,,,,
Warriors Orochi 3,PSV,Action,Tecmo Koei,0.06,,,,,,
AKB1/149: Love Election,PS3,Adventure,Namco Bandai Games,0.06,,,,,,
The Smurfs 2,PS3,Action,Ubisoft,0.06,23-Jul-13,,,1.3,4.0,WayForward
Angry Birds: Star Wars,PS4,Strategy,Activision,0.05,15-Nov-13,47.0,5.0,1.6,54.0,Rovio Mobile
Young Justice: Legacy,PS3,Adventure,Namco Bandai Games,0.05,19-Nov-13,,,4.8,10.0,Freedom Factory Studios
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action,Ubisoft,0.05,20-Aug-13,75.0,5.0,7.5,104.0,Ubisoft Toronto
Angry Birds: Star Wars,XOne,Strategy,Activision,0.05,22-Nov-13,53.0,4.0,7.2,35.0,Rovio Mobile
Earth Defense Force 2025,X360,Shooter,D3Publisher,0.05,18-Feb-14,,,,,Sandlot
Terraria,X360,Action,505 Games,0.04,27-Mar-13,81.0,39.0,7.3,116.0,Re-Logic
Dead or Alive 5,PSV,Fighting,Tecmo Koei,0.04,,,,,,
Deus Ex: Human Revolution,WiiU,Shooter,Square Enix,0.04,,,,,,
Conception II: Shichisei no Michibiki to Mazuru no Akumu,PSV,Role-Playing,Screenlife,0.03,,,,,,
The Amazing Spider-Man (Console Version),WiiU,Action,Activision,0.03,,,,,,
Injustice: Gods Among Us,PSV,Fighting,Warner Bros. Interactive Entertainment,0.03,,,,,,
Darkstalkers Resurrection,PS3,Fighting,Capcom,0.03,12-Mar-13,80.0,33.0,7,26.0,Iron Galaxy Studios
PAC-MAN and the Ghostly Adventures,3DS,Action,Namco Bandai Games,0.03,5-Nov-13,,,tbd,,Namco Bandai Games America
Muv-Luv Alternative: Total Eclipse,PS3,Simulation,5pb,0.03,,,,,,
Dynasty Warriors 8: Xtreme Legends,PSV,Action,Tecmo Koei,0.03,,,,,,
Criminal Girls,PSV,Role-Playing,Nippon Ichi Software,0.03,,,,,,
Angry Birds: Star Wars,PSV,Strategy,Activision,0.03,29-Oct-13,,,2.4,11.0,Rovio Entertainment Ltd
Onechanbara Z Kagura,PS3,Action,D3Publisher,0.03,,,,,,
DuckTales: Remastered,WiiU,Action,Capcom,0.03,13-Aug-13,76.0,10.0,7.7,66.0,WayForward
The Smurfs 2,WiiU,Action,Ubisoft,0.02,23-Jul-13,42.0,5.0,4.5,12.0,WayForward
Exstetra,PSV,Role-Playing,FuRyu,0.02,,,,,,
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,Action,Warner Bros. Interactive Entertainment,0.02,24-Sep-13,71.0,17.0,6.3,36.0,5TH Cell
Scribblenauts Unmasked: A DC Comics Adventure,3DS,Action,Warner Bros. Interactive Entertainment,0.02,24-Sep-13,68.0,7.0,6.3,16.0,5TH Cell
DuckTales: Remastered,X360,Action,Capcom,0.02,11-Sep-13,70.0,39.0,6.9,41.0,WayForward
The Walking Dead: A Telltale Games Series,PSV,Adventure,Telltale Games,0.02,20-Aug-13,82.0,7.0,8.7,71.0,Telltale Games
Conception II: Shichisei no Michibiki to Mazuru no Akumu,3DS,Role-Playing,Screenlife,0.02,,,,,,
PAC-MAN and the Ghostly Adventures,X360,Action,Namco Bandai Games,0.02,29-Oct-13,,,tbd,,Namco Bandai Games America
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PS3,Role-Playing,Falcom Corporation,0.02,,,,,,
Samurai Warriors 2,PS3,Action,Tecmo Koei,0.02,,,,,,
Angry Birds: Star Wars,WiiU,Strategy,Activision,0.02,29-Oct-13,,,6.8,17.0,Rovio Entertainment Ltd
PAC-MAN and the Ghostly Adventures,PS3,Action,Namco Bandai Games,0.02,29-Oct-13,,,tbd,,Namco Bandai Games America
Young Justice: Legacy,3DS,Adventure,Namco Bandai Games,0.02,19-Nov-13,,,5.7,7.0,Farsight Studios
The Croods: Prehistoric Party!,3DS,Misc,D3Publisher,0.02,,,,,,
LEGO Batman 2: DC Super Heroes,WiiU,Action,Warner Bros. Interactive Entertainment,0.02,21-May-13,77.0,7.0,6.7,21.0,TT Games
Accel World: Kasoku no Chouten,PS3,Adventure,Namco Bandai Games,0.02,,,,,,
The Croods: Prehistoric Party!,WiiU,Misc,D3Publisher,0.02,,,,,,
Accel World: Kasoku no Chouten,PSP,Adventure,Namco Bandai Games,0.01,,,,,,
PAC-MAN and the Ghostly Adventures,WiiU,Action,Namco Bandai Games,0.01,29-Oct-13,,,6.8,4.0,Namco Bandai Games America
The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,Role-Playing,Falcom Corporation,0.01,,,,,,
The Croods: Prehistoric Party!,Wii,Misc,D3Publisher,0.01,,,,,,
White Album 2: Shiawase no Mukougawa,PSV,Adventure,Aqua Plus,0.01,,,,,,
Dream C Club Zero,PS3,Simulation,D3Publisher,0.01,,,,,,
XBLAZE Code: Embryo,PSV,Adventure,Arc System Works,0.01,24-Jun-14,,,,,Arc System Works
Darkstalkers Resurrection,X360,Fighting,Capcom,0.01,13-Mar-13,82.0,20.0,5.5,14.0,Iron Galaxy Studios
Armored Core: Verdict Day,X360,Action,From Software,0.01,24-Sep-13,65.0,8.0,6.7,7.0,From Software
XBLAZE Code: Embryo,PS3,Adventure,Arc System Works,0.01,24-Jun-14,,,,,Arc System Works
Exstetra,3DS,Role-Playing,FuRyu,0.01,,,,,,
Young Justice: Legacy,X360,Adventure,Namco Bandai Games,0.01,19-Nov-13,,,6.2,10.0,Freedom Factory Studios
Lightning Returns: Final Fantasy XIII,X360,Role-Playing,Square Enix,0.01,11-Feb-14,69.0,16.0,7,56.0,Square Enix
Muv-Luv Alternative: Total Eclipse,X360,Simulation,5pb,0.01,,,,,,
Sniper Elite V2,WiiU,Shooter,505 Games,0.01,21-May-13,58.0,5.0,5.6,20.0,Rebellion
Tomb Raider (2013),PS4,Action,Square Enix,0.14,,,,,,
Dragon Ball Z: Battle of Z,PS3,Fighting,Namco Bandai Games,0.1,28-Jan-14,57.0,22.0,5.7,49.0,Artdink
Tomb Raider (2013),XOne,Action,Square Enix,0.05,,,,,,
Dragon Ball Z: Battle of Z,PSV,Fighting,Namco Bandai Games,0.04,28-Jan-14,66.0,7.0,7.4,18.0,Artdink
Disgaea 4: A Promise Unforgotten,PSV,Role-Playing,Nippon Ichi Software,0.03,TBA 2014,,,,,Nippon Ichi Software
Dragon Ball Z: Battle of Z,X360,Fighting,Namco Bandai Games,0.01,28-Jan-14,54.0,11.0,5.9,16.0,Artdink
Rayman Legends,PSV,Platform,Ubisoft,0.05,3-Sep-13,87.0,8.0,8.6,98.0,Ubisoft Montpellier
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,2.28,3-Jun-08,78.0,22.0,6.8,20.0,Traveller's Tales
Call of Duty 3,Wii,Shooter,Activision,2.21,14-Nov-06,69.0,42.0,6.6,54.0,Exakt
LEGO Harry Potter: Years 5-7,Wii,Action,Warner Bros. Interactive Entertainment,1.03,11-Nov-11,76.0,8.0,7.3,9.0,Traveller's Tales
Madden NFL 07,PSP,Sports,Unknown,0.83,22-Aug-06,78.0,18.0,6.4,14.0,EA Tiburon
PES 2009: Pro Evolution Soccer,PSP,Sports,Konami Digital Entertainment,0.8,,,,,,
LEGO Harry Potter: Years 5-7,X360,Action,Warner Bros. Interactive Entertainment,0.79,11-Nov-11,77.0,35.0,7.8,33.0,Traveller's Tales
Shaun White Snowboarding,X360,Sports,Ubisoft,0.78,16-Nov-08,60.0,48.0,7.3,23.0,Ubisoft Montreal
LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive Entertainment,0.7,11-Nov-11,76.0,27.0,8.1,31.0,Traveller's Tales
Madden NFL 11,Wii,Sports,Unknown,0.7,10-Aug-10,75.0,6.0,5.4,7.0,EA Tiburon
